text,department
"I was diagnosed with PCOS Also, my menstrual cycle is irregular Additionally, i am having pregnancy complications Plus, i have problems during menstruation Furthermore, i have mild menstrual cramps Additionally, my periods are very heavy I also experience my periods are barely there On top of that, my period has been delayed Also, i have amenorrhea Also, my vaginal area is very itchy I also experience i experience vaginal dryness Furthermore, i get acne due to hormones Furthermore, my lower belly hurts",GYNECOLOGY & OBSTETRICS
"Patient with chief complaint of left arm numbness left arm swelling, assessed for anastomos bypass or grft cause abn react compl without misadvnt",GENERAL MEDICINE
"my baby has a fever Furthermore, my baby is coughing Plus, my baby is sneezing and has a runny nose Also, my baby has a sore throat Plus, my infant has breathing problems I also experience my baby is vomiting I also experience my baby has stomach pain Furthermore, my baby has a skin rash I also experience my infant had a fit Additionally, my child refuses to eat Also, my child cries all the time Also, my child is lethargic Also, my infant has no appetite Plus, my child is not gaining weight properly Plus, my infant has growth issues Plus, my infant has delayed development Furthermore, my baby has ear pain On top of that, my infant has jaundice Additionally, my baby is dehydrated Additionally, my baby wheezes when breathing",PEDIATRICS
"I have a severe headache I also experience the room feels like it is spinning I also experience i had a seizure episode I also experience i feel tingling and numb Also, i have pins and needles feeling Furthermore, i have progressive muscle weakness Furthermore, my hands are shaking Furthermore, i keep forgetting things Also, i feel confused I also experience i have poor balance and coordination On top of that, i struggle to walk Furthermore, i cannot speak clearly Additionally, my face droops On top of that, i was unconscious for a period Also, i have nerve pain On top of that, my muscles are tight and stiff On top of that, i have poor coordination I also experience i have sleep problems",NEUROLOGY
Patient presents with chest pain,GENERAL MEDICINE
"Patient with chief complaint of r foot ulcer cellulitis, assessed for cellulitis of foot",DERMATOLOGY
"I feel lightheaded Plus, i have nausea Additionally, i have intermittent chest pain On top of that, i am short of breath Additionally, my heart is beating fast Also, my heartbeat is irregular Plus, i have high blood pressure Additionally, i fainted recently Plus, i have tachycardia Furthermore, my heart beats slowly Furthermore, i feel utterly exhausted On top of that, my legs are swollen Furthermore, i have a tight feeling in my chest Furthermore, my ankles are puffy On top of that, i am drenched in sweat On top of that, i have back pain",CARDIOLOGY
"my infant is feverish On top of that, my baby has a persistent cough On top of that, my child has cold symptoms Also, my infant has throat pain Plus, my baby is short of breath Additionally, my baby cannot keep milk down Plus, my baby has stomach pain Also, my infant has a red rash Additionally, my baby had a seizure Additionally, my infant is not drinking milk properly Also, my baby is inconsolable Furthermore, my baby seems weak Furthermore, my infant has no appetite Additionally, my infant is too small Plus, my baby is smaller than expected Also, my infant has delayed development Furthermore, my baby has ear pain Furthermore, my child looks jaundiced Plus, my baby is dehydrated Plus, my baby is wheezing",PEDIATRICS
I am experiencing status post arrest,NEPHROLOGY
"I feel feverish On top of that, i have a persistent cough Plus, i feel exhausted Also, i lack strength Plus, i have been having headaches On top of that, the room feels like it is spinning On top of that, my body is sore Furthermore, my stomach is hurting Also, i feel queasy Additionally, i have persistent vomiting",GENERAL MEDICINE
"I feel feverish I also experience i have a wet cough I also experience i have fatigue I also experience my body feels weak Also, i have migraine-like headaches On top of that, i have vertigo-like dizziness On top of that, i have widespread body pain Plus, i feel pain in my belly Additionally, i feel like I might throw up On top of that, i have been throwing up",GENERAL MEDICINE
"Patient with chief complaint of wound evaluation, assessed for exposure to other specified factors initial encounter",GENERAL MEDICINE
"Patient with chief complaint of elevated inr, assessed for atrial fibrillation",CARDIOLOGY
"my infant is feverish On top of that, my child has a cough On top of that, my child has cold symptoms Furthermore, my child is complaining of throat pain Also, my infant has breathing problems I also experience my child has been throwing up Plus, my child is crying from stomach pain On top of that, my baby has a skin rash Also, my infant had a fit Additionally, my baby is not feeding well Plus, my infant cries uncontrollably Furthermore, my infant appears weak and floppy On top of that, my baby refuses to eat On top of that, my infant is too small Additionally, my baby is smaller than expected Also, my infant has delayed development Furthermore, my infant cries from ear pain Also, my baby has yellow skin On top of that, my infant shows signs of dehydration Also, my infant has wheezing",PEDIATRICS
"I have a high temperature On top of that, i have a persistent cough On top of that, i am constantly fatigued I also experience i have general weakness Furthermore, i have persistent head pain Plus, the room feels like it is spinning On top of that, i have generalized body pain On top of that, i have lower abdominal pain Additionally, i feel nauseous Also, i have been vomiting",GENERAL MEDICINE
"I was diagnosed with PCOS Furthermore, my periods are not regular Plus, i am having pregnancy complications Plus, i have issues with my periods Additionally, i have mild menstrual cramps Plus, i experience heavy menstrual bleeding On top of that, i have very light periods Additionally, my period has been delayed Plus, i have a missed period On top of that, i have persistent vaginal itching Furthermore, i feel dry in the vaginal area On top of that, i have hormonal acne Plus, i have pain in my lower stomach area",GYNECOLOGY & OBSTETRICS
"my infant is feverish Also, my infant is coughing a lot Plus, my baby is sneezing and has a runny nose Also, my baby's throat is sore Plus, my child is struggling to breathe Furthermore, my infant is vomiting Furthermore, my child is crying from stomach pain Additionally, my baby's skin is irritated Additionally, my baby had a seizure I also experience my baby is not feeding well Also, my baby cries excessively I also experience my child is lethargic On top of that, my baby has lost appetite Additionally, my infant is too small On top of that, my baby has delayed growth Also, my baby has developmental delays On top of that, my baby has an ear infection On top of that, my infant has jaundice On top of that, my baby is dehydrated Additionally, my baby wheezes when breathing",PEDIATRICS
